id,premise,hypothesis,lang_abv,language,label
ebb7a294bc,مع العلم طوال الوقت ، بعد أن عرفت ، سأعرف دائما هذا الصوت الممزق والفريد,أنا أعرف هذا الصوت,ar,Arabic,0
c0046bd71f,یہ اعداد و شمار اس حقیقت پر روشنی ڈالیں کہ انگریزی کی سب سے بڑی لغت - اب پرنٹ سے باہر - 600،000 یا اسی اندراجات تھے،بہت سے غیر معمولی فارم بھی شامل ہیں.,سب سے بڑا لغت اب بھی پرنٹ کیا جا رہا ہے۔,ur,Urdu,2
2782c755a1,然后我可能会看他们能够负担多少,我不在乎他们能负担得起。,zh,Chinese,2
16461efa4b,"Les principaux personnages du personnel de la Maison-Blanche de Bush seraient Condoleezza Rice, conseillère à la sécurité nationale, qui avait été membre du personnel de NSC dans l'administration de George H.W.",Condoleezza Rice était conseillère à la sécurité nationale durant l'administration Bush.,fr,French,0
969f5e5d46,"Người phương Tây đầu tiên đến Hawaii là Đại úy James Cook, chỉ huy người Anh có nhiệm vụ là để giải tán Northern Passage huyền thoại nối liền Đại Tây Dương và Thái Bình Dương.",James Cook chưa từng đi tới phía tây của California.,vi,Vietnamese,2
5bc33fe110,اليوم يستخدم مصطلح barbacoa فقط ليعني طهي اللحم في حفرة ، وتسمى أيضا طبخ الحفرة.,استخدم لفظ الباركوا لوصف عملية شواء الخضروات في الفرن,ar,Arabic,2
8810c9e37c,Я уверен абсолютно в обратном.,"Я считаю, что ты ошибаешся, и ответ не нет, а да",ru,Russian,1
f2a7a035d8,Тогава си бил просто нещастен джентълмен.,"Не си имал късмет, но сега си в по-добро положение.",bg,Bulgarian,1
ec7e22c446,Sadece iki tahta kalasın elle kaldırılmasıyla çalışır.,10 ahşap kalas listeliyor.,tr,Turkish,2
207e9b3383,إنعطاف لرؤية القصر الذي صممه مكيم ميد,تم بناء القصر من قبل آدم ساندلر.,ar,Arabic,2
16e8d4ae39,เราไม่รู้ว่าพวกเขากำลังจะไปที่ไหน,พวกเราไม่รู้ว่าคนที่ไปเที่ยวที่ไหนกัน,th,Thai,0
fa33f24477,"No se puede decir lo mismo para el New York Times. En su editorial sobre la polémica de la cocaía, el Times aconsejó a Bush que fuera honesto y que dejara al país aceptar esta medida.",El Times dijo que Bush había mentido anteriormente.,es,Spanish,1
48e78e3179,Вижте списъка с акценти на плажове на страници 82 и 85.,Има списък с плажове.,bg,Bulgarian,0
31ed7346e6,"Tôi rất vui khi gửi cho bạn lời mời này để tham gia vòng tròn bên trong Thượng nghị sĩ đảng Cộng hòa để kỷ niệm tinh thần của chúng tôi tại Công ước Quốc gia Cộng hòa của chúng tôi tại Houston, Texas, ngày 16-20 tháng 8.",Công ước Quốc gia Cộng hòa chỉ có ở Houston một lần.,vi,Vietnamese,1
43c5382217,آپ موسم گرما میں بیلوگا ویل دیکھ سکتے ہیں، اور خزاں میں برفانی ریچھ، اور اگر آپ بہار یا خزاں کےایکوینوکس کے وقت موجود ہوں تو اورورا بوریالیس کی شمالی بتیاں بھی دیکھ سکتے ہیں۔,والدین بچوں کی نشوونما کو اُن چیزوں کیلئے تعریف کرتے ہوئے جو انہون نے نہیں کیں کمزور کر دیتے ہیں,ur,Urdu,0
abd46210b9,"Pedro tahtını aldı, ancak silahlı mücadele aylarca devam etti ve ondan sonra da uzun süre devam eden acı.",Savaş aylar sürdü.,tr,Turkish,0
661f66a1a7,"Na, kwa kweli, Androv Gromikov hakujibu kitu chochote, lakini tulikuwa na habari zote kutoka kwa filamu za U2 zilizochukuliwa.",U2 ilichukua filamu nyingi.,sw,Swahili,0
c3eaa45ea0,对于一个被你自己的不完美所玷污的情况，最好的策略是把自己定义为快乐的媒介，超越你左右两边的人。,如果这种情况是你自身的缺陷造成的，那就远离它吧。,zh,Chinese,2
9dd6ed73c9,"Và, tất nhiên, những di tích vĩ đại cho sự hiểu biết về tự do của thế kỷ 18 là Hiến pháp và Tuyên ngôn Nhân quyền.",Không ai trong thế kỷ thứ mười tám hiểu tự do.,vi,Vietnamese,2
f1e7179245,"Meya wa Letohrad, mji ambao Josef Korbel alikua, anasema alimtumia Albright barua tatu miaka ya karibuni.",Korbel hajawahi kuwa na mayo.,sw,Swahili,2
688bf18c4e,جیسا کہ میں تم کو امریکہ سے نہیں لکھ رہا ہوں‏، عموماً جہاں میں ہوتا ہوں وہیں ہوں‏، اس لیے میرے لیے دستخط کرو ․․․․,ریاست ہائے متحدہ امریکہ میں دو ہفتے کی چھٹی پر میں آپ کے لیے لکھ رہا ہوں.,ur,Urdu,2
9970695490,呃，那么晚啦，我们只看了与狼共舞，还看了什么？ 呃，沉默的羔羊。,我看过了“与狼共舞”。,zh,Chinese,0
f663f2ab12,"Louisa May Alcott na Nathaniel Hawthrone waliishi Pinckney Street, huku Barabara ya Beacon ambayo Oliver Wendell Holmes alitaja barabara angavu iliyoshikilia mwanahistoria aliyejisifu William Prescott.",Hawthorne aliishi katika mtaa mkuu.,sw,Swahili,2
65ca021e9a,"За отелем, за 1898 года статуей Самуэля де Шамплена, основатель города, из Dufferin Terrace открывается великолепный вид на Сен-Лоуренс и вниз по течению до Иль-Орлеан",Статуя основателя города была построена в 1898 году.,ru,Russian,0
140cca44b0,"Su precursor fue ahora el bastante obsoleto (1398),  una micción lenta y dolorosa.",Strangury precedió a la enfermedad de transmisión sexual.,es,Spanish,1
0c5fb8b0d5,"На Рождество дети ходили по домам, стучали в двери, просили и получали сладости или небольшие игрушки.",Дети не сидели дома в Рождество.,ru,Russian,0
a1a11d4e8e,Na mara moja angekumbuka maneno angekuwa ameweza.,Angekumbuka yale maneno kama angeweza kukumbuka.,sw,Swahili,0
e2db5bf891,这些乐器的合奏组成了几个流行音乐流派的基本管弦乐队。,乐器是小提琴、贝司和萨克斯管。,zh,Chinese,1
b496488003,Чтобы время от времени заниматься благотворительностью. — И он мягко рассмеялся.,"А вы можете быть щедрым, —  сказал он, смеясь.",ru,Russian,0
dda4cc68e5,"Едно от езиковите феномени, възникнали през последните стотина години, е приемането на идеята, че важна стъпка в решаването на проблемите е да им даваме име.","Общоприето е, че няма смисъл да изброяваме проблемите, тъй като това отнема време, а в същото време се появяват и променят нови проблеми преди да могат да им бъдат намерени решения.",bg,Bulgarian,2
c768bd1632,"Pia katika Australia, Centrelink imeamua kwamba asilimia 65 ya malipo yake yasiyozuilika yanayotuhusiwa 13  utangazaji usio sahihi wa mapato kwa mteja au mfadhilika.",Centelink haijawahi kuwa na malipo yasiyo sahihi yanayosababishwa na tangazo la mapato lisilo sahihi la wateja.,sw,Swahili,2
facc7ccc13,وهم يعرفون إلى حدٍ كبير مقدار ما سيحصلون عليه، فهم يتأكدون فقط أنهم لا يشترون,هم على علم بالأموال التي يملكونها كدخل.,ar,Arabic,0
a3002b8d4a,КАКВО ПРЕДСТАВЛЯВА СТАРШЕТО ПРЕДИЗВИКАТЕЛСТВО?,Има предизвикателство за възрастните хора.,bg,Bulgarian,0
f1eb74b7ea,"Το μόνο που κάναμε, ποτέ δεν μας έλεγαν σε ποιο μέρος πήγαιναν, ακόμα και όταν έφευγαν από τη βάση για να πάνε για κάπου αλλού για να μείνουν για λίγο.",Μας έλεγαν πάντα πού βρίσκονταν και πού πήγαιναν.,el,Greek,2
914c4928df,"96 Y los padres y entrenadores que critican en lugar de alentar y no permiten que los jugadores se olviden de la derrota, provocan ansiedad intensa en algunos jóvenes.",Algunos entrenadores causan ansiedad.,es,Spanish,0
d7e0eb12a2,"Πολλοί αξιωματικοί του PAPD σκαρφάλωναν επίσης στον Νότιο Πύργο, συμπεριλαμβανομένης της ομάδας PAPD ESU.",Κάθε αξιωματικός κουβαλούσε πάνω από είκοσι κιλά εξοπλισμού πάνω του.,el,Greek,1
ac54e3b779,Пей-тауэр извилистая тропа ведёт наверх к Гонконг-парку.,Эта дорога — 5 миль до Гонконгского парка.,ru,Russian,1
505329744e,ٹھیک ہے مجھے یاد نہیں ہے ایسا لگتا تھا جیسے اس نے کیا  لیکن یہ مجھے نہیں لگتا ہے مجھے لگتا ہے,میں پورے طور پر پریقین نہیں ہوں لیکن شاید ایسا ہی ہے۔,ur,Urdu,0
affb695474,Squamish镇以其在八月举办的滚动比赛而闻名，是前往加里波第省立公园徒步旅行者的有用基地。,斯夸米什是水上踩滚木竞赛开始的地方。,zh,Chinese,1
6f6a43fbad,"Một khi các quyết định này được đưa ra, tổ chức CIO phải cung cấp hỗ trợ đáp lại, hiệu quả thông qua phân bổ nguồn lực hiệu quả và thực hiện các trách nhiệm hàng ngày của nó.",CIO không tham gia vào các quyết định phân bổ nguồn lực.,vi,Vietnamese,2
60e618193c,تم ایسا لہجہ اختیار کرو! تم ایسا لہجہ اختیار کرنے کی جرات کرو! وہ روئی، اس کو اچانک اپنی طیش سے چونکاتے ہوئے.,اس کے ساتھ اس کا سامنا کرنا پڑا وہ خاموش رہے,ur,Urdu,2
e698d5bc4c,3 مليغرام ليلًا هو أكثر بكثير من اللازم.,من الزائد ليلاً أن تأخذ 3 مجم.,ar,Arabic,0
de291ab534,Watu wadogo wana umri gani?,Watu wadogo ni kikundi ambacho watu wengine wana shida kuainisha kwa umri.,sw,Swahili,0
c3d21150c3,23 ، 2004 (ما يقرب من ثلثي القادة المعروفين للقاعدة قد قُتلوا أو أُسروا).,كان تنظيم القاعدة منظمة ثابتة نسبيا لا تزال قادرة على العمل بأقل قدر من القيادة.,ar,Arabic,1
c7d4c18af1,پروٹوٹائپ انجینئرنگ پروٹوٹائپ (مجازی یا پروڈکشن کے نمائندے پروٹوٹائپز ابتدائی مصنوعات کی جسمانی),نمونوں کی بہت ساری اقسام ہیں,ur,Urdu,0
032ce336db,वो ये है जो पहले और सबसे कठिन प्रयास से इस कठिन भूमि से एक आधुनिक जीवन गढ़ना बनाया ।,भूमि नरम थी।,hi,Hindi,2
8f279ec2be,但在这方面他没有希望！ 她哭了。,他听到了她远远的呼喊。,zh,Chinese,1
9686441f4c,"C'était probablement la première chose dont je me souvenais de ma petite enfance, et en particulier au sujet d'une bêtise.",Je me sens toujours mal à ce jour.,fr,French,1
9ac2d85331,ต้องถ่ายเอกสารคดีแล้วนำไปให้ผู้จ้าง,สิ่งนี้คือขั้นตอนในการส่งแฟ้มคดีไปยังลูกความ,th,Thai,1
afe9261b7e,Thánh giá được cho là nặng 181.740 tấn.,Cây thập tự được làm bằng đá rắn.,vi,Vietnamese,1
14dfbd4730,cinsel ya da boşaltım faaliyetleri ya da organları.,Hiçbir aktivite sıvı aktarmaz.,tr,Turkish,2
7bc366b6cf,เขาโยนพวกมันใส่ฉันอีกครั้งและอีกครั้ง,เขาโยนพวกมันใส่ฉัน 48 ครั้ง,th,Thai,1
7b3c1a1875,كانت ساحة دام ليس لها مخرج لأول مرة في تاريخها.,كانت ساحة دام دائما غير ساحلية.,ar,Arabic,2
8c25bc0d9b,"Однако, как указала дочь г-на Левитта, обычно это определяется, как резинка, которую используют для связывания вещей, как рифлёный грот на выстреле, легкие предметы на сетке для багажа, и так далее. Редактор.",У мистера Левитта не было детей.,ru,Russian,2
633a790b93,ดังนั้นฉันอยากจะรักษามันไว้เพราะว่าฉันรู้ว่าถ้าคุณไม่ เอ่อ มันมี มันมีปัญหามากมายที่คุณจะเจอ,ไม่มีประโยชน์ที่จะพยายาม เพราะว่าฉันจะไม่สนใจ,th,Thai,2
237606efd9,Skeat จะไม่ในกรณีนี้ ปฏิเสธบันทึกนี้ และ ซ้ำกับการกระทำผิดกฎหมายบางเวลาในอนาคต,สเกทจะไม่ให้ความสนใจใดๆต่อข้อความ,th,Thai,2
df8d7fa3e7,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",La bombe avait été désactivée par le pilote.,fr,French,1
0d9bed6948,La différence entre un président et un roi est qu'un roi n'a pas de vice.,"Il n'est jamais évident qui prendra la relève d'un roi en cas de décès, mais c'est évident pour un président.",fr,French,1
dd6873f92c,"ओह, क्या मानवीय जीवन लायक है और क्या आप किसी को पुनर्वास कर सकते हैं या नहीं",कोई भी मनुष्य पुनर्वास के लायक नहीं है।,hi,Hindi,2
6a78a53b20,"बोस्निया के लिए उनकी यात्रा हेतु खुफिया रिपोर्ट देखें, सऊदी अल कायदा के सदस्य की पूछताछ, 3 अक्टूबर, 2001.",अल कायदा का एक सदस्य बोस्निया गया।,hi,Hindi,0
42e9b5cdbf,"Năm ngoái, bạn đã hào phóng quyên góp $ -.",Bạn quyên góp tiền vào năm ngoái.,vi,Vietnamese,0
c71ba7c575,"Meine Schwester war mal mit einem stämmigen jungen Mann zusammen, der ein zäher Verstärker der Universität von Iowa war, deren Sportteam die Hawkeyes genannt wird.","Meine Schwester war früher mit einem Fan der Sportmannschaften der Universität von Iowa zusammen, die Hawkeyes heißen.",de,German,0
3c4d9eec0f,إن البحث الذي تم نشره في قسم العلوم يقدم دليلا على التقدم بتوثيق أول زراعة خلايا قلب وظيفية ناجحة تمثلت في نموذج حيواني.,تم زرع خلايا القلب في البداية لدى الخنازير.,ar,Arabic,1
c67593a9a9,"ab tak, Pokemon ka apariharya mout hame yeh mouka pradhan karti hai ki ham dusare asaadharan vyaktitva ko janam de aur uske par nivesh kare.",पोकेमोन जिन्दा है और ठीक है यह इतनी जल्दी अन्य उत्पादों के लिए धन कमाने का कोई रास्ता नहीं छोड़गा।,hi,Hindi,2
6d2680cc5b,Είχαν κανονίσει ξεκινώντας από τη Νέα Υόρκη για να επισκεφτούν κάποιους συγγενείς αυτού του ξαδέλφου και απλώς έμειναν και δεν ήξερε πώς να επιστρέψει και έτσι έμεινε μαζί τους.,Έμεινε μαζί τους στη Νέα Υόρκη.,el,Greek,0
5a5de34e0e,حسناً لقد سمعتها وهي تعترف بنبرة صوت منخفضة.,تحدثت بهدوء لأنها كانت خائفة.,ar,Arabic,1
54c102b8c3,إنهم يحبون الاختلاط الاجتماعي، وبصفة خاصة في قضبان البنية الشهيرة وهي المكان الذي يلتقون فيه، وعادة ما يضعون العالم في مكانه الصحيح.,يحبون التسكع مع الناس.,ar,Arabic,0
f6ec6e43cb,"Die englische Rede ist bereits überladen mit ausgefallenen Worten, die man niemals hätte aufnehmen dürfen und die sich jetzt noch abstellen sollten.","Experten haben fünfzig verschiedene Wörter gefunden, die nicht Teil der Sprache sein sollten.",de,German,1
9de918843c,"В центре площади расположен гранитный Weltkugelbrunnen (Фонтан мира) Йоахима Шметтау, который местные весело окрестили водным пельменем.",Weltkugelbrunnen сделан из алюминия.,ru,Russian,2
182343346a,ریاست ٹیکساس سمجھتی ہے کہ اس کی  مختلف اقسامِ تعلیم اس کے میڈیکیڈ منصوبے کے لحاظ سے  موثر بہ لاگت ہیں۔,ٹیکساس اگلے سال اس مسئلے پر غور کرے گا۔,ur,Urdu,1
8de78513ab,Prototip Mühendislik prototipleri (sanal veya Üretim temsilcisi prototipleri Başlangıçtaki ürünler fiziksel),Prototip diye bir şey yoktur.,tr,Turkish,2
4177ef393e,Πώς μπορεί κανείς να το κάνει αυτό;,Πώς μπορεί κάποιος να κάνει κάτι τόσο κακό;,el,Greek,1
c5ec759f79,"Массачусетский технологический институт (МТИ), основанный в 1861 году, является ведущим научно-техническим учреждением Америки, которое разработало множество современных технологий – от стробоскопической фотографии до процессов консервирования продуктов питания.",MIT была основана в 1861 году.,ru,Russian,0
9508c8e462,这种时候，我们在考虑不去打扰这些落后的小岛屿可能会更好一些。,这些岛屿被卷入战争之中。,zh,Chinese,1
600f4ba63c,"Ο Morrison έχει σίγουρα κερδίσει το δικαίωμα να είναι της ίδιας ιδιοσυγκρασίας όπως, ας πούμε, ο William Gaddis, ο Thomas Pynchon ή ο William Faulkner.",Ο Morrison επιτρέπεται να είναι εξίσου ιδιαίτερος με τον William Gaddis.,el,Greek,0
af0ffc7a16,P. S. Một tặng phẩm cống hiến cho IMA là cho một món quà kỳ nghỉ tuyệt vời.,Một khoản quyên góp để vinh danh một người nào đó sẽ tạo ra một món quà tuyệt vời cho những ngày nghỉ lễ.,vi,Vietnamese,0
50513ce527,"Последното изречение... Предполагаме, разбира се, че не сте подали това есе другаде.","Разбираме, че по-рано сте публикували това есе в пет вестника.",bg,Bulgarian,2
deef79b92e,لقد وضعت خمسة فصائل من U2's,أتعامل مع U2.,ar,Arabic,0
5a8a815ca4,Anglers wa maji safi lazima wawe na ruhusa kutoka ofisi ya utalii iliyo karibu na habari kuhusu jinsi ya kupata moja.,"Unaweza kukamata chochote unachotaka, wakati wowote utataka.",sw,Swahili,2
1c9564ca34,Makumbusho ya Baharini huonyesha historia ya Bandari ya Pasifiki.,Jumba la makumbusho la Maritime ni la kuhifadhi historia.,sw,Swahili,0
e069123740,تیسرے زمرہ میں موجود الفاظ سب سے زیادہ عام استعمال ہوتے ہیں اور یہ بنیادی طور پر جنسی حرکات کو بیان کرتے ہیں۔,کچھ شور کی طرف سے کپتان خون کے خیالات ٹوٹ گئے تھے,ur,Urdu,0
beda0e4a56,00 menos de 6 años - Tour gratuito y tarifa militar de 3 $.,"Lamentablemente, en este momento no hay tarifa para nuestros miembros militares.",es,Spanish,2
22c6811a14,"Ogle, qui était à la tête de l'équipage, s'est trouvé freiné par Blood, qui s'est opposé à lui, et on a pu voir une certaine sévérité s'emparer de son visage et traverser tout son corps.",Il était grincheux parce-qu'il n'avait rien à manger.,fr,French,1
02f31f12e9,"Напротив, воздействие количества выше в США, чем во Франции, потому что почтовая плотность в США ниже, а различия в количестве больше.","Воздействие во Франции больше, чем в Соединенных Штатах.",ru,Russian,2
ba5f49621b,"Les menaces seront inutiles, Capitaine.","Les menaces suffiront certainement, Capitaine.",fr,French,2
1a6634dc1d,"Τι σου αρέσει πιο πολύ, τα μαθηματικά ή οι επιστήμες;",Έχετε κάποια προτίμηση στα μαθηματικά ή στην επιστήμη;,el,Greek,0
bfb8f2e811,"वह कह रही थी की सिर्फ आंसू आ रहे थे उसके नयन से  और उसने बताया , फिर उसने बताया जो पोर्च पर आ गया","जैसे ही उसने उसे पोर्च आने के लिए कहा था, उसकी आंखों में आँसू थे।",hi,Hindi,0
0feed160e6,và nó vẫn làm tôi sợ,Tôi chỉ hơi sợ một chút.,vi,Vietnamese,1
7f4974f17c,"Kipindi hiki kinaonyeshwa katika Mfano A-3 katika Kiambatisho A. Hata hivyo, kulingana na maalum ya mradi huo, muda unahitajika unaweza kutofautiana kwa miezi michache",kiambatisho cha A kinaonyesha wakati,sw,Swahili,0
6f15bd682e,来自德克萨斯州的分子生物学家Steve Harris正在访问。,史蒂夫哈里斯不论任何原因都不会离开自己的家。,zh,Chinese,2
9850f913bc,في الاحتجاز ، ينفي KSM أن القاعدة لديها أي عملاء في جنوب كاليفورنيا.,كان للقاعدة ثلاثة عملاء يعملون في أريزونا.,ar,Arabic,1
a81fdc1553,"1972'de Phillip Morris, Inc.'in Miller Brewing Co. şirketi, Meister Brau Inc. şirketinin satınalmasında Lite bira etiketini satın aldı.","Lite bira etiketinin sahiplenilmesi, Phillip Morris, Inc.'in Miller Brewing Co.'nun Meister Brau Inc'i satın almasının temel sebebiydi.",tr,Turkish,1
64d019eee0,अच्छी तरह से ओह ठीक है क्या आप दिलचस्प हैं? क्या आपने यह जानने के लिए कक्षाएं लीं कि यह कैसे करना है,"यह इतना मुश्किल है, मुझे खुशी है कि आप नहीं जानते कि यह कैसे करें।",hi,Hindi,2
0af2a6289e,"Дарвин начинает с того, что жизнь уже существует.",Дарвин начал с изучения рыб.,ru,Russian,1
bbc569de8f,"Ununuzi wa ziada unaweza kupunguza hatari kwa kutambua matatizo mapema, ambayo inaruhusu mabadiliko rahisi au marekebisho.",Ununuzi wa ziada utaongeza hatari.,sw,Swahili,2
89780c171e,"oui ils sont remplis très vite, la foule un peu bien vêtu, du type yuppie",La foule aime se déguiser.,fr,French,0
a6f16c9661,تقول نيوزويك أن السائحين والمشاهير يذهبون إلى باتاجونيا، والتي كانت فيما سبق ملاذ للنازين الهاربين.,تقارير نيوزويك تنشر أن باتاغونيا أصبحت من المعالم السياحية الشهيرة.,ar,Arabic,0
a30a5263bc,"Mbilikimo ambao Anthony John Campos anawaita watu wadogo, pichilingis ni viumbe wanaofanya mzaha wa kiutundu.",Anthony John Campo watu wadogo huwa wasumbufu sana.,sw,Swahili,0
eb3bc899d5,Не было намеков на внутреннюю угрозу.,"Это предполагало угрозу в Ирландии, но не в США.",ru,Russian,1
547aaf8719,"Уверявам ви, сър, че бях напълно информиран за всичко.","Казвам ви, че ми беше казано всичко.",bg,Bulgarian,0
49d495f7dd,has leído The firm,¿Te gustaría tomar prestada mi copia de La firma para leerla?,es,Spanish,1
95b478677f,"Συχνά, ο μόνος άνθρωπος που μπορεί να γιατρέψει την caada de mollera είναι ένας θεραπευτής.",Οι Curanderas συχνά θεραπεύουν την caida de mollera.,el,Greek,0
be42c94f67,ฉันกำลังปกปิดเรื่องเดิมอยู่,ฉันใช้วัตถุดิบใหม่เอี่ยมเลย,th,Thai,2
802d854e99,Eltern die ihre Hände verzweifelt in die Luft werfen und in den Regalen der eigenen Eltern und Großeltern nach mehr 'versucht und wahren' Vision suchen werden in ihrem eigenem Sumpf stecken bleiben.,Aufgrund ihres aufgeblähten Ego geben Eltern niemals auf oder suchen nach anderen Hinweisen.,de,German,2
4b07f4293b,ओह क्या यहीं से आप से बात कर रहे हैं,वहीं से आप फोन कर रहे हैं?,hi,Hindi,0
1c0c467f4d,انڈن سکیٹنگ ڈیتن پارک میں ڈائٹ آئس ایرینا پر دستیاب ہے اور تاجروں اور چین کے عالمی ہوٹلوں سے منسلک زیر زمین شاپنگ سینٹر میں (1 جانگواؤوگے دوجی).,یہاں آئس سکیٹ کی کوئی جگہ نہیں ہے۔,ur,Urdu,2
57e2648712,"Sau đó, vẫn là người đại diện đã thực hiện chuyến thăm đầu tiên, đến gặp lại nhà cung cấp mới để trả lời các câu hỏi và thảo luận bất kỳ vấn đề nào được nêu trong mẫu khiếu nại.",Có một cuộc viếng thăm của một đại diện.,vi,Vietnamese,0
e0248d0651,"ähm, sie sind ziemlich toll, sie sind ein bisschen wie ein blaues Grasland, ähm, sie sind echt lustig, ich meine, sie sind",Sie spielen Jazzmusik.,de,German,2
8ea967ee63,"Uh,nilikuwa wa kwanza katika tisa kueka sindano kwa mdhibiti.",Niliweka sindano Jumanne.,sw,Swahili,1
0d6cde4813,"Ähm, gibt es welche, du hast gesagt du erinnerst dich nicht daran etwas besonders gelesen zu haben, als du in der Schule älter warst, gab es irgendwelche Bücher, die du gelesen hast, die du mochtest oder gehasst hast?",Mochten Sie die Harry Potter Bücher oder nicht?,de,German,1
05bc650f38,"Koloktroni  Meydanı'ndaki  Syntagma'ya yakın olan, Post-Klasik zamanlardan kalma eserler koleksiyonuna sahip Ulusal Tarih Müzesidir .","Ulusal Tarih Müzesi, Post-Klasik zamanlardan pek çok esere sahiptir.",tr,Turkish,0
89385d6352,"Медийният конгломерат работи на цикли, така че рибата, която понастоящем преминава през коремите на медийните крале, може да не остане там дълго.",Медийната конгломерация включва няколко стъпки.,bg,Bulgarian,0
2213e6f1ce,"Однажды дома, я узнал что США сокращают поставки двумя способами",Меня интересует политика.,ru,Russian,1
78dd713df5,多项Quinceaeeras的研究表明，家庭想要保持一种文化历史传统，庆祝女儿的十五岁生日正是一种持续与拉丁传统保持文化联系的方式。,庆祝女儿十五岁生日是继续文化关系的一种手段。,zh,Chinese,0
5bfbf15dc4,"Weißt du, meine Kinder sind Überflieger, sie sind echt gut und ich glaube, nein, er lernt auch von den älteren Jungen, aber",Meine Kinder sind wirklich idiotisch.,de,German,2
bfa844ed4e,مئی سے ماہی اکتوبر تک، بوسٹن ہاربر کروز کمپنی (ٹیلی.,بوسٹن ہاربر میں کشتیوں کی اجازت نہیں ہے.,ur,Urdu,2
9f79175fb8,"Когато не се приеме праг, както често се случва в епидемиологичните изследвания, се приема, че всяко ниво на излагане създава ненулев риск от реакция на най-малко един сегмент от населението.","Дори ако няма праг, има огромен риск от излагане.",bg,Bulgarian,2
27e76f89b2,"HOSTILIDADES En el gran puerto de Port Royal, lo suficientemente amplio como para dar amarre a los barcos de todas las armadas del mundo, el Arabella estaba fondeado.","El Arabella no se veía en el puerto de Port Royal, ya que era demasiado pequeño para el gran barco.",es,Spanish,2
4df1b3c861,"Em gái tôi đã từng hẹn hò với một thanh niên vạm vỡ, người đam mê nhiệt tình của Đại học Iowa, nơi có các đội thể thao được gọi là Hawkeyes.",Chị gái tôi là một nữ tu và chưa bao giờ hẹn hò với một người đàn ông.,vi,Vietnamese,2
a5b3eeb344,"Cependant, les augmentations spectaculaires des coûts des livres juridiques, des revues et des services de bases de données signifient que le simple maintien de nos collections actuelles dépasse notre budget.",L'entretien de nos collections actuelles ne coûte qu'un tiers de notre budget annuel.,fr,French,2
fbf28b2679,แต่แล้วเขาก็ยังเป็นสิ่งที่เขาเป็น และยังทำสิ่งที่เขาทำตลอดเวลาสามปีที่ผ่านมา เธอกล่าว แต่ตอนนี้เธอกล่าวอย่างเสียใจโดยไม่มีการดูหมิ่นเหมือนก่อนหน้า,เธอพูดด้วยเสียงเศร้า,th,Thai,0
abcd6aa2f3,"Y, por lo tanto, el estado no era responsable de estas personas privadas que niegan los derechos sociales a los ciudadanos negros.",El estado era completamente responsable del comportamiento de las personas privadas.,es,Spanish,2
1a9e20780e,我们靠你和其它大方的朋友来提供省下的38%。,我们不再需要您的帮助，因为我们获得的资金超过了我们所需。,zh,Chinese,2
35b98d972a,ليس ناعومي وولف، الجواب خطأ,كانت جميع الإجابات التي أدلى بها نعوم وولفز صحيحة.,ar,Arabic,2
7b615a3020,"В благодарность за Ваш вклад в размере 100$ или более в кампанию, Вы с гостем приглашены посетить специальный прием во вторник, 23 марта 2000 года с 5:30 до 8:00 вечера в Херрон Холле.","Вы должны пожертвовать как минимум 10,000 долларов для получения приглашения на прием.",ru,Russian,2
4d3450112b,لوسٹسٹ پہاڑیہ اوہ ٹھیک ہے,ہاں‏، وہ صحیح ہے‏، لوکسٹ ہل۔,ur,Urdu,0
58857b7471,امکانات کی طرف سے macrostate فی مائکروسٹیٹس کی تعداد کے logarithm ضرب ہے کہ نظام macrostate میں ہے.,ہمیشہ لاگت تقسیم کریں، اور کبھی بھی کسی قدر سے اسے ضائع نہ کریں.,ur,Urdu,2
36e1460380,".., lakini mara ya pili wa tukio, anapatikana kati ya marafiki wawili.","Ana mkutano mmoja tu, inayoshirikisha rafiki yake.",sw,Swahili,2
cee01a0195,"El perfil de Kenneth Starr en el tiempo lo describe como conservador, excesivamente entusiasta y nerd.",Kenneth Starr estaba orgulloso de la descripción que Time hizo de él como un empollón conservador y exagerado.,es,Spanish,1
86bb3fadc6,"मुझे अपने आदेशों के लिए कर्नल बिशप के पास वापस जाना चाहिए, उसने उन्हें सूचित किया।",उन्होंने कहा कि आदेश प्राप्त करने के लिए उन्हें कर्नल बिशप जाना नहीं था।,hi,Hindi,2
febb74a5f6,Aliashiria kwenye kiraka cha usawa inatia hofu lakini kuna nafasi.,Alijitokeza kuelekea kichaka ambacho kilikuwa kinahuzunisha.,sw,Swahili,1
bd3b779dfc,"Там было 158 деталей, и все их надо было разобрать, затем собрать обратно, затем снова разобрать, и ни разу не ошибиться.",Нам нужно разобрать это и собрать заново.,ru,Russian,0
f8891ca0d7,Ναι είναι πραγματικά ωραίο έβρεχε,Δεν με ενοχλεί η βροχή.,el,Greek,1
b839e77a40,"Mit Hilfe von Microsoft Helpdesk habe ich herausgefunden, dass mein CD-ROM-Laufwerk wahrscheinlich mit meiner Soundkarte und nicht mit dem IDE-Port verbunden war und somit Linux behindert hat.",Ich habe mich nie mit Linux auseinandergesetzt.,de,German,2
